"id","name","address","local","city","state","zip","lat","lng","phone","description","created_at","updated_at"
"3765","Klassee K-9 Kennel","319 Loomis St","Westfield, MA 01085","Westfield","MA","01085",NULL,NULL,"(413) 562-1609","18. Klassee K-9 KennelPet Boarding & KennelsPet Grooming(1)Website75 Yearsin Business",NULL,NULL
"3766","Grinning Dog","250 Southampton Rd","Westhampton, MA 01027","Westhampton","MA","01027",NULL,NULL,"(413) 527-3652","24. Grinning DogPet Boarding & KennelsWebsite15 Yearsin Business",NULL,NULL
"3767","Stirling Kennels","139 Stafford Hollow Rd","Monson, MA 01057","Monson","MA","01057",NULL,NULL,"(413) 267-4290","19. Stirling KennelsPet Boarding & KennelsPet Grooming40 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3768","Salmon Brook Veterinary Hospital","136 Salmon Brook St","Granby, CT 06035","Granby","CT","06035",NULL,NULL,"(860) 653-7238","25. Salmon Brook Veterinary HospitalPet Boarding & KennelsVeterinariansVeterinary Clinics & HospitalsWebsiteServices49 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3769","Dream Dogs","744 Main St","Somers, CT 06071","Somers","CT","06071",NULL,NULL,"(860) 749-4531","20. Dream DogsPet Boarding & KennelsPet Services(2)29 Yearsin Business",NULL,NULL
"3770","Creature Comforts Boarding Kennel Creature Comforts Boarding Kennel","111 North Rd","Westhampton, MA 01027","Westhampton","MA","01027",NULL,NULL,"(413) 527-9999","26. Creature Comforts Boarding Kennel Creature Comforts Boarding KennelPet Boarding & Kennels27 Yearsin Business",NULL,NULL
"3771","Valley Inn For Pets","320 Russell St # 9539","Hadley, MA 01035","Hadley","MA","01035",NULL,NULL,"(413) 584-5252","27. Valley Inn For PetsPet Boarding & KennelsWebsite",NULL,NULL
"3772","Kessler Kennel Farms","42 Copper Hill Rd","East Granby, CT 06026","East Granby","CT","06026",NULL,NULL,"(860) 653-3206","28. Kessler Kennel FarmsPet Boarding & KennelsWebsite17 Yearsin BusinessAccreditedBusinessAmenities:Wheelchair accessible",NULL,NULL
"3773","Country Inn Kennels","110 Sandy Beach Rd","Ellington, CT 06029","Ellington","CT","06029",NULL,NULL,"(860) 872-9551","29. Country Inn KennelsPet Boarding & Kennels24 Yearsin Business",NULL,NULL
"3774","Pet Hotel Hadley","155 Russell St","Hadley, MA 01035","Hadley","MA","01035",NULL,NULL,"(413) 586-5525","21. Pet Hotel HadleyPet Boarding & KennelsPet GroomingPet Supplies & Foods-Wholesale & ManufacturersWebsite10 Yearsin Business",NULL,NULL
"3775","Howland & Sargent Group","48 South Rd","Somers, CT 06071","Somers","CT","06071",NULL,NULL,"(860) 763-2359","22. Howland & Sargent GroupPet Boarding & Kennels",NULL,NULL
"3776","Precious Pets Bed & Breakfast","17 Stiles Rd","Broad Brook, CT 06016","Broad Brook","CT","06016",NULL,NULL,"(860) 254-5423","30. Precious Pets Bed & BreakfastPet Boarding & Kennels18 Yearsin Business",NULL,NULL
"3777","K9 Capers","87 Ramah Cir S","Agawam, MA 01001","Agawam","MA","01001",NULL,NULL,"(413) 786-9907","31. K9 CapersPet Boarding & KennelsKennelsPet Sitting & Exercising Services",NULL,NULL
"3778","Contented Cats","340 Amherst Rd","Belchertown, MA 01007","Belchertown","MA","01007",NULL,NULL,"(413) 813-1718","23. Contented CatsPet Boarding & KennelsPet Sitting & Exercising Services6 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3779","The Soapy Dog Spa","650 Page Blvd","Springfield, MA 01104","Springfield","MA","01104",NULL,NULL,"(413) 733-8908","33. The Soapy Dog SpaPet Boarding & KennelsKennelsPet GroomingWebsite17 Yearsin Business",NULL,NULL
"3780","Valley Inn For Pets","320 Russell St # 9539","Hadley, MA 01035","Hadley","MA","01035",NULL,NULL,"(413) 584-5252","24. Valley Inn For PetsPet Boarding & KennelsWebsite",NULL,NULL
"3781","Agawam Dogworks","860 Suffield St","Agawam, MA 01001","Agawam","MA","01001",NULL,NULL,"(413) 342-4435","34. Agawam DogworksPet Boarding & KennelsPet Sitting & Exercising ServicesPet ServicesWebsiteAmenities:Wheelchair accessible",NULL,NULL
"3782","Country Canine Kennels","84 Greenwich Plns Rd","Ware, MA 01082","Ware","MA","01082",NULL,NULL,"(413) 277-0334","25. Country Canine KennelsPet Boarding & Kennels",NULL,NULL
"3783","Grinning Dog","250 Southampton Rd","Westhampton, MA 01027","Westhampton","MA","01027",NULL,NULL,"(413) 527-3652","26. Grinning DogPet Boarding & KennelsWebsite15 Yearsin Business",NULL,NULL
"3784","North East Rottweiler Rescue & Referral","65 Alpine Dr","Amherst, MA 01002","Amherst","MA","01002",NULL,NULL,"(866) 392-0102","27. North East Rottweiler Rescue & ReferralPet Boarding & KennelsAccreditedBusiness",NULL,NULL
"3785","Best In Show Pet Spa","250 Main St","Windsor Locks, CT 06096","Windsor Locks","CT","06096",NULL,NULL,"(860) 386-0590","28. Best In Show Pet SpaPet Boarding & KennelsKennels14 Yearsin Business",NULL,NULL
"3786","Creature Comforts Boarding Kennel Creature Comforts Boarding Kennel","111 North Rd","Westhampton, MA 01027","Westhampton","MA","01027",NULL,NULL,"(413) 527-9999","29. Creature Comforts Boarding Kennel Creature Comforts Boarding KennelPet Boarding & Kennels27 Yearsin Business",NULL,NULL
"3787","Kessler Kennel Farms","42 Copper Hill Rd","East Granby, CT 06026","East Granby","CT","06026",NULL,NULL,"(860) 653-3206","30. Kessler Kennel FarmsPet Boarding & KennelsWebsite17 Yearsin BusinessAccreditedBusinessAmenities:Wheelchair accessible",NULL,NULL
"3788","Country Inn Kennels","110 Sandy Beach Rd","Ellington, CT 06029","Ellington","CT","06029",NULL,NULL,"(860) 872-9551","31. Country Inn KennelsPet Boarding & Kennels24 Yearsin Business",NULL,NULL
"3789","K 9 Capers","2 River Rd","Wilbraham, MA 01095","Wilbraham","MA","01095",NULL,NULL,"(413) 786-9907","32. K 9 CapersPet Boarding & KennelsPet Sitting & Exercising ServicesWebsite",NULL,NULL
"3790","Christina S Paw Spaw","1211 Parker St","Springfield, MA 01129","Springfield","MA","01129",NULL,NULL,"(413) 796-7729","33. Christina S Paw SpawPet Boarding & KennelsKennelsPet Grooming",NULL,NULL
"3791","The Soapy Dog Spa","650 Page Blvd","Springfield, MA 01104","Springfield","MA","01104",NULL,NULL,"(413) 733-8908","34. The Soapy Dog SpaPet Boarding & KennelsKennelsPet GroomingWebsite17 Yearsin Business",NULL,NULL
"3792","The Grooming Room","1394 Memorial Dr","Chicopee, MA 01020","Chicopee","MA","01020",NULL,NULL,"(413) 536-4823","36. The Grooming RoomPet Boarding & KennelsPet GroomingKennels(1)Website",NULL,NULL
"3793","Mutt Cuts","63 1/2 Main St Ste 2","Chicopee, MA 01020","Chicopee","MA","01020",NULL,NULL,"(413) 594-8144","37. Mutt CutsPet Boarding & KennelsPet GroomingPet TrainingWebsite",NULL,NULL
"3794","Pampered Pooch","52 Prospect St","East Longmeadow, MA 01028","East Longmeadow","MA","01028",NULL,NULL,"(413) 525-1644","38. Pampered PoochPet Boarding & KennelsPet GroomingPet StoresWebsite49 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3795","Granby Animal Clinic Inc","51 State St","Chicopee, MA 01013","Chicopee","MA","01013",NULL,NULL,"(413) 467-9280","39. Granby Animal Clinic IncPet Boarding & KennelsVeterinary Clinics & HospitalsVeterinary LabsWebsiteServices26 Yearsin Business",NULL,NULL
"3796","The Good Dog Spot Inc","35C N Chicopee St","Chicopee, MA 01020","Chicopee","MA","01020",NULL,NULL,"(413) 534-1333","40. The Good Dog Spot IncPet Boarding & KennelsPet ServicesPet GroomingWebsite17 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3797","K9 Etiquette","59 Bridge St","South Hadley, MA 01075","South Hadley","MA","01075",NULL,NULL,"(413) 387-4368","41. K9 EtiquettePet Boarding & KennelsPet TrainingPet ServicesWebsite",NULL,NULL
"3798","Barking Bublles","52 W State St","Granby, MA 01033","Granby","MA","01033",NULL,NULL,"(413) 467-1620","42. Barking BubllesPet Boarding & KennelsKennelsPet Grooming",NULL,NULL
"3799","Granby Animal Clinic Inc","51 W State St","Granby, MA 01033","Granby","MA","01033",NULL,NULL,"(413) 467-9280","43. Granby Animal Clinic IncPet Boarding & KennelsVeterinary Clinics & HospitalsVeterinariansWebsiteServicesAmenities:Wheelchair accessible",NULL,NULL
"3800","K9 Capers","87 Ramah Cir S","Agawam, MA 01001","Agawam","MA","01001",NULL,NULL,"(413) 786-9907","44. K9 CapersPet Boarding & KennelsKennelsPet Sitting & Exercising Services",NULL,NULL
"3801","Boudreau Barbara DVM","1028 Thorndike St","Palmer, MA 01069","Palmer","MA","01069",NULL,NULL,"(413) 283-9782","46. Boudreau Barbara DVMPet Boarding & KennelsVeterinariansVeterinary Clinics & HospitalsWebsiteServices",NULL,NULL
"3802","Boudreau Barbara DVM","1028 Thorndike St","Palmer, MA 01069","Palmer","MA","01069",NULL,NULL,"(413) 283-9782","53. Boudreau Barbara DVMPet Boarding & KennelsVeterinariansVeterinary Clinics & HospitalsWebsiteServices",NULL,NULL
"3803","Rufflections Dog Spa","1240 Park St","Palmer, MA 01069","Palmer","MA","01069",NULL,NULL,"(413) 289-9099","54. Rufflections Dog SpaPet Boarding & KennelsKennelsPet Grooming",NULL,NULL
"3804","Pampered Pet Sitting","247 Northampton St Ste B","Easthampton, MA 01027","Easthampton","MA","01027",NULL,NULL,"(413) 529-0011","55. Pampered Pet SittingPet Boarding & KennelsPet Sitting & Exercising ServicesKennelsWebsite16 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3805","The Green Groomer","123 Hawley St","Northampton, MA 01060","Northampton","MA","01060",NULL,NULL,"(413) 586-7226","56. The Green GroomerPet Boarding & KennelsPet GroomingPet StoresWebsiteAccreditedBusiness",NULL,NULL
"3806","Noho Pet Sitters","Po Box 60113","Florence, MA 01062","Florence","MA","01062",NULL,NULL,"(413) 537-2235","57. Noho Pet SittersPet Boarding & KennelsPet Sitting & Exercising ServicesWebsite",NULL,NULL
"3807","Barking Bubbles","119 Federal St","Belchertown, MA 01007","Belchertown","MA","01007",NULL,NULL,"(413) 467-1620","58. Barking BubblesPet Boarding & KennelsPet GroomingAccreditedBusiness",NULL,NULL
"3808","Bark Inn Kennel","183 Wales Rd","Stafford Springs, CT 06076","Stafford Springs","CT","06076",NULL,NULL,"(860) 684-7436","59. Bark Inn KennelPet Boarding & KennelsKennelsWebsite28 Yearsin Business",NULL,NULL
"3809","Valley Veterinary Hospital","320 Russell St","Hadley, MA 01035","Hadley","MA","01035",NULL,NULL,"(413) 584-1223","60. Valley Veterinary HospitalPet Boarding & KennelsVeterinariansVeterinary Clinics & Hospitals(2)WebsiteServices69 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3810","Red Dog Inn","88 Tariffville Rd","Bloomfield, CT 06002","Bloomfield","CT","06002",NULL,NULL,"(860) 242-5618","62. Red Dog InnPet Boarding & KennelsKennelsPet Sitting & Exercising Services47 Yearsin Business",NULL,NULL
"3811","Mutt Rescue, Inc.","102 Grove St","Chicopee, MA 01020","Chicopee","MA","01020",NULL,NULL,"(413) 331-0864","2. Mutt Rescue, Inc.Pet Boarding & KennelsPet GroomingWebsite",NULL,NULL
"3812","porter road pet care","141 Porter Rd","East Longmeadow, MA 01028","East Longmeadow","MA","01028",NULL,NULL,"(413) 525-3532","4. porter road pet carePet Boarding & KennelsDog & Cat Grooming & SuppliesPet Grooming(1)Website33 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3813","Howland Roger","146 Temby St","Springfield, MA 01119","Springfield","MA","01119",NULL,NULL,"(413) 783-2173","5. Howland RogerPet Boarding & Kennels",NULL,NULL
"3814","Mt Tom Boarding Kennel","320 Easthampton Rd","Holyoke, MA 01040","Holyoke","MA","01040",NULL,NULL,"(413) 533-0217","6. Mt Tom Boarding KennelPet Boarding & KennelsPet Grooming(3)Website26 Yearsin Business",NULL,NULL
"3815","The PAWS Training Group","433 Center St","Ludlow, MA 01056","Ludlow","MA","01056",NULL,NULL,"(508) 414-7017","7. The PAWS Training GroupPet Boarding & KennelsDog TrainingPet Specialty ServicesWebsite25 Yearsin Business",NULL,NULL
"3816","Pet Pals Bed & Biscuit","334 Somers Rd","Hampden, MA 01036","Hampden","MA","01036",NULL,NULL,"(413) 566-9866","8. Pet Pals Bed & BiscuitPet Boarding & KennelsKennels23 Yearsin Business",NULL,NULL
"3817","Rock Valley Kennels Inc","405 Rock Valley Rd","Holyoke, MA 01040","Holyoke","MA","01040",NULL,NULL,"(413) 535-5100","9. Rock Valley Kennels IncPet Boarding & KennelsPet GroomingWebsite25 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3818","Wintergreen Kennels","10 Douglas Rd","Southampton, MA 01073","Southampton","MA","01073",NULL,NULL,"(413) 562-9478","10. Wintergreen KennelsPet Boarding & KennelsPet GroomingPet StoresWebsiteServices49 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3819","Pampurred Puss","149 East St","Granby, MA 01033","Granby","MA","01033",NULL,NULL,"(413) 467-1077","11. Pampurred PussPet Boarding & KennelsWebsite24 Yearsin BusinessAccreditedBusinessAmenities:Wheelchair accessible",NULL,NULL
"3820","Klassee K-9 Kennel","319 Loomis St","Westfield, MA 01085","Westfield","MA","01085",NULL,NULL,"(413) 562-1609","12. Klassee K-9 KennelPet Boarding & KennelsPet Grooming(1)Website75 Yearsin Business",NULL,NULL
"3821","Howland & Sargent Group","48 South Rd","Somers, CT 06071","Somers","CT","06071",NULL,NULL,"(860) 763-2359","13. Howland & Sargent GroupPet Boarding & Kennels",NULL,NULL
"3822","Maplewood Boarding Kennels","16 East St","Granby, MA 01033","Granby","MA","01033",NULL,NULL,"(413) 467-9621","14. Maplewood Boarding KennelsPet Boarding & Kennels34 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3823","Stirling Kennels","139 Stafford Hollow Rd","Monson, MA 01057","Monson","MA","01057",NULL,NULL,"(413) 267-4290","15. Stirling KennelsPet Boarding & KennelsPet Grooming40 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3824","Dream Dogs","744 Main St","Somers, CT 06071","Somers","CT","06071",NULL,NULL,"(860) 749-4531","16. Dream DogsPet Boarding & KennelsPet Services(2)29 Yearsin Business",NULL,NULL
"3825","Belchertown Boarding Kennel","176 Ware Rd","Belchertown, MA 01007","Belchertown","MA","01007",NULL,NULL,"(413) 323-7641","17. Belchertown Boarding KennelPet Boarding & KennelsPet TrainingWebsite46 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3826","Shady Glen Boarding Kennel","37 Amherst Rd","Belchertown, MA 01007","Belchertown","MA","01007",NULL,NULL,"(413) 323-7349","18. Shady Glen Boarding KennelPet Boarding & KennelsPet Grooming34 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3827","Pet Hotel Hadley","155 Russell St","Hadley, MA 01035","Hadley","MA","01035",NULL,NULL,"(413) 586-5525","19. Pet Hotel HadleyPet Boarding & KennelsPet GroomingPet Supplies & Foods-Wholesale & ManufacturersWebsite10 Yearsin Business",NULL,NULL
"3828","Camelot Kennels","40 Ely Rd","Monson, MA 01057","Monson","MA","01057",NULL,NULL,"(413) 267-4036","20. Camelot KennelsPet Boarding & KennelsPet ServicesKennels(1)Website34 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3829","The Barn Cat","2136 Baptist Hill Rd","Palmer, MA 01069","Palmer","MA","01069",NULL,NULL,"(413) 364-5556","21. The Barn CatPet Boarding & KennelsWebsite",NULL,NULL
"3830","A Parade of Pets","60 Pleasant St","Easthampton, MA 01027","Easthampton","MA","01027",NULL,NULL,"(413) 527-8036","22. A Parade of PetsPet Boarding & KennelsWebsite",NULL,NULL
"3831","Mutt Cuts","63 1/2 Main St Ste 2","Chicopee, MA 01020","Chicopee","MA","01020",NULL,NULL,"(413) 594-8144","42. Mutt CutsPet Boarding & KennelsPet GroomingPet TrainingWebsite",NULL,NULL
"3832","Kuzmickas Patricia A Dvm","498 College Hwy","Southwick, MA 01077","Southwick","MA","01077",NULL,NULL,"(413) 569-3866","43. Kuzmickas Patricia A DvmPet Boarding & KennelsVeterinariansVeterinary Clinics & HospitalsServices",NULL,NULL
"3833","Wright Pet Sitter & Groomer","85 City View Blvd","Westfield, MA 01085","Westfield","MA","01085",NULL,NULL,"(413) 747-4968","44. Wright Pet Sitter & GroomerPet Boarding & KennelsPet Sitting & Exercising ServicesKennels16 Yearsin Business",NULL,NULL
"3834","Happy Tails Pet Sitting","1 William St","Enfield, CT 06082","Enfield","CT","06082",NULL,NULL,"(860) 741-8008","45. Happy Tails Pet SittingPet Boarding & KennelsPet Sitting & Exercising Services",NULL,NULL
"3835","Catie Nail & Spa","204 Elm St","Enfield, CT 06082","Enfield","CT","06082",NULL,NULL,"(860) 265-3232","46. Catie Nail & SpaPet Boarding & KennelsKennels",NULL,NULL
"3836","K9 Etiquette","59 Bridge St","South Hadley, MA 01075","South Hadley","MA","01075",NULL,NULL,"(413) 387-4368","47. K9 EtiquettePet Boarding & KennelsPet TrainingPet ServicesWebsite",NULL,NULL
"3837","Suffield Veterinary Hospital","577 East St S","Suffield, CT 06078","Suffield","CT","06078",NULL,NULL,"(860) 668-4041","50. Suffield Veterinary HospitalPet Boarding & KennelsVeterinary Clinics & HospitalsVeterinarians(1)WebsiteServices40 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3838","Barking Bublles","52 W State St","Granby, MA 01033","Granby","MA","01033",NULL,NULL,"(413) 467-1620","51. Barking BubllesPet Boarding & KennelsKennelsPet Grooming",NULL,NULL
"3839","Granby Animal Clinic Inc","51 W State St","Granby, MA 01033","Granby","MA","01033",NULL,NULL,"(413) 467-9280","52. Granby Animal Clinic IncPet Boarding & KennelsVeterinary Clinics & HospitalsVeterinariansWebsiteServicesAmenities:Wheelchair accessible",NULL,NULL
"3840","Boudreau Barbara DVM","1028 Thorndike St","Palmer, MA 01069","Palmer","MA","01069",NULL,NULL,"(413) 283-9782","53. Boudreau Barbara DVMPet Boarding & KennelsVeterinariansVeterinary Clinics & HospitalsWebsiteServices",NULL,NULL
"3841","Rufflections Dog Spa","1240 Park St","Palmer, MA 01069","Palmer","MA","01069",NULL,NULL,"(413) 289-9099","54. Rufflections Dog SpaPet Boarding & KennelsKennelsPet Grooming",NULL,NULL
"3842","Pampered Pet Sitting","247 Northampton St Ste B","Easthampton, MA 01027","Easthampton","MA","01027",NULL,NULL,"(413) 529-0011","55. Pampered Pet SittingPet Boarding & KennelsPet Sitting & Exercising ServicesKennelsWebsite16 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3843","The Green Groomer","123 Hawley St","Northampton, MA 01060","Northampton","MA","01060",NULL,NULL,"(413) 586-7226","56. The Green GroomerPet Boarding & KennelsPet GroomingPet StoresWebsiteAccreditedBusiness",NULL,NULL
"3844","Noho Pet Sitters","Po Box 60113","Florence, MA 01062","Florence","MA","01062",NULL,NULL,"(413) 537-2235","57. Noho Pet SittersPet Boarding & KennelsPet Sitting & Exercising ServicesWebsite",NULL,NULL
"3845","Barking Bubbles","119 Federal St","Belchertown, MA 01007","Belchertown","MA","01007",NULL,NULL,"(413) 467-1620","58. Barking BubblesPet Boarding & KennelsPet GroomingAccreditedBusiness",NULL,NULL
"3846","Bark Inn Kennel","183 Wales Rd","Stafford Springs, CT 06076","Stafford Springs","CT","06076",NULL,NULL,"(860) 684-7436","59. Bark Inn KennelPet Boarding & KennelsKennelsWebsite28 Yearsin Business",NULL,NULL
"3847","Valley Veterinary Hospital","320 Russell St","Hadley, MA 01035","Hadley","MA","01035",NULL,NULL,"(413) 584-1223","60. Valley Veterinary HospitalPet Boarding & KennelsVeterinariansVeterinary Clinics & Hospitals(2)WebsiteServices69 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3848","Valley Veterinary Hospital","320 Russell St","Hadley, MA 01035","Hadley","MA","01035",NULL,NULL,"(413) 584-1223","61. Valley Veterinary HospitalPet Boarding & KennelsVeterinariansVeterinary Clinics & Hospitals(2)WebsiteServices69 Yearsin BusinessAccreditedBusiness",NULL,NULL
"3849","Red Dog Inn","88 Tariffville Rd","Bloomfield, CT 06002","Bloomfield","CT","06002",NULL,NULL,"(860) 242-5618","62. Red Dog InnPet Boarding & KennelsKennelsPet Sitting & Exercising Services47 Yearsin Business",NULL,NULL
"3850","Love US & Leave US","1525 W Housatonic St","Pittsfield, MA 01201","Pittsfield","MA","01201",NULL,NULL,"(413) 464-9200","1. Love US & Leave USPet Boarding & KennelsKennelsPet GroomingWebsite13 Yearsin BusinessAccreditedBusiness",NULL,NULL
